📡永久免费👉公告,#genre#
北京IPTV淘娱乐,http://1.203.76.226:7788/udp/225.1.8.61:8002
北京IPTV萌宠TV,http://1.203.76.226:7788/udp/225.1.8.63:8002
北京IPTV4K,http://1.203.76.226:7788/udp/225.1.8.211:8002
熊猫频道,http://1.203.76.226:7788/udp/225.1.8.210:8068
大健康,http://1.203.76.226:7788/udp/225.1.8.39:8002
聚鲨环球精选,http://1.203.76.226:7788/udp/225.1.8.58:8002
聚鲨北京,http://1.203.76.226:7788/udp/225.1.8.59:8002
聚鲨健康,http://1.203.76.226:7788/udp/225.1.8.60:8002
聚鲨生活,http://1.203.76.226:7788/udp/225.1.8.62:8002
聚鲨国际,http://1.203.76.226:7788/udp/225.1.8.66:8002
CCTV1,http://1.203.76.226:7788/udp/225.1.8.101:8080
CCTV2,http://1.203.76.226:7788/udp/225.1.8.102:8004
CCTV3,http://1.203.76.226:7788/udp/225.1.8.92:8000
CCTV4,http://1.203.76.226:7788/udp/225.1.8.104:8216
CCTV5,http://1.203.76.226:7788/udp/225.1.8.93:8000
CCTV6,http://1.203.76.226:7788/udp/225.1.8.90:8000
CCTV7,http://1.203.76.226:7788/udp/225.1.8.107:8024
CCTV8,http://1.203.76.226:7788/udp/225.1.8.91:8000
CCTV9,http://1.203.76.226:7788/udp/225.1.8.109:8032
CCTV10,http://1.203.76.226:7788/udp/225.1.8.110:8228
CCTV11,http://1.203.76.226:7788/udp/225.1.8.111:8040
CCTV12,http://1.203.76.226:7788/udp/225.1.8.112:8232
CCTV13,http://1.203.76.226:7788/udp/225.1.8.113:8264
CCTV14,http://1.203.76.226:7788/udp/225.1.8.114:8236
CCTV15,http://1.203.76.226:7788/udp/225.1.8.115:8052
CCTV17,http://1.203.76.226:7788/udp/225.1.8.117:8064
CGTN,http://1.203.76.226:7788/udp/225.1.8.116:8056
CETV1,http://1.203.76.226:7788/udp/225.1.8.169:4120
CETV2,http://1.203.76.226:7788/udp/225.1.8.193:4120
CETV3,http://1.203.76.226:7788/udp/225.1.8.194:4120
CETV4,http://1.203.76.226:7788/udp/225.1.8.195:4120
北京北京卫视,http://1.203.76.226:7788/udp/225.1.8.121:8002
北京文艺,http://1.203.76.226:7788/udp/225.1.8.122:8002
北京科教,http://1.203.76.226:7788/udp/225.1.8.123:8002
北京影视,http://1.203.76.226:7788/udp/225.1.8.124:8002
北京财经,http://1.203.76.226:7788/udp/225.1.8.125:8002
北京冬奥纪实,http://1.203.76.226:7788/udp/225.1.8.126:8002
北京生活,http://1.203.76.226:7788/udp/225.1.8.127:8002
北京青年,http://1.203.76.226:7788/udp/225.1.8.128:8002
北京新闻,http://1.203.76.226:7788/udp/225.1.8.129:8002
北京卡酷少儿,http://1.203.76.226:7788/udp/225.1.8.130:8002
北京国际,http://1.203.76.226:7788/udp/225.1.8.131:8002
湖南卫视,http://1.203.76.226:7788/udp/225.1.8.132:8064
浙江卫视,http://1.203.76.226:7788/udp/225.1.8.133:8284
江苏卫视,http://1.203.76.226:7788/udp/225.1.8.134:8276
安徽卫视,http://1.203.76.226:7788/udp/225.1.8.135:8272
天津卫视,http://1.203.76.226:7788/udp/225.1.8.136:8144
辽宁卫视,http://1.203.76.226:7788/udp/225.1.8.137:8116
山东卫视,http://1.203.76.226:7788/udp/225.1.8.138:8148
云南卫视,http://1.203.76.226:7788/udp/225.1.8.139:8108
河南卫视,http://1.203.76.226:7788/udp/225.1.8.140:8128
黑龙江卫视,http://1.203.76.226:7788/udp/225.1.8.141:8196
四川卫视,http://1.203.76.226:7788/udp/225.1.8.142:8288
江西卫视,http://1.203.76.226:7788/udp/225.1.8.143:8280
贵州卫视,http://1.203.76.226:7788/udp/225.1.8.144:8120
深圳卫视,http://1.203.76.226:7788/udp/225.1.8.145:9244
湖北卫视,http://1.203.76.226:7788/udp/225.1.8.146:8136
东方卫视,http://1.203.76.226:7788/udp/225.1.8.147:8192
重庆卫视,http://1.203.76.226:7788/udp/225.1.8.148:8296
东南卫视,http://1.203.76.226:7788/udp/225.1.8.149:8112
河北卫视,http://1.203.76.226:7788/udp/225.1.8.150:8292
广东卫视,http://1.203.76.226:7788/udp/225.1.8.151:8132
南方卫视,http://1.203.76.226:7788/udp/225.1.8.225:5008
广西卫视,http://1.203.76.226:7788/udp/225.1.8.152:8300
吉林卫视,http://1.203.76.226:7788/udp/225.1.8.153:8200
陕西卫视,http://1.203.76.226:7788/udp/225.1.8.154:8140
山西卫视,http://1.203.76.226:7788/udp/225.1.8.155:8172
内蒙古卫视,http://1.203.76.226:7788/udp/225.1.8.156:8176
青海卫视,http://1.203.76.226:7788/udp/225.1.8.157:8184
海南卫视,http://1.203.76.226:7788/udp/225.1.8.158:8304
宁夏卫视,http://1.203.76.226:7788/udp/225.1.8.159:8124
西藏卫视,http://1.203.76.226:7788/udp/225.1.8.160:8164
新疆卫视,http://1.203.76.226:7788/udp/225.1.8.161:8160
甘肃卫视,http://1.203.76.226:7788/udp/225.1.8.162:8188
厦门卫视,http://1.203.76.226:7788/udp/225.1.8.166:4120
兵团卫视,http://1.203.76.226:7788/udp/225.1.8.167:4120
山东教育卫视,http://1.203.76.226:7788/udp/225.1.8.190:4120
三沙卫视,http://1.203.76.226:7788/udp/225.1.8.78:4120
金鹰卡通,http://1.203.76.226:7788/udp/225.1.8.163:9252
财富天下,http://1.203.76.226:7788/udp/225.1.8.165:9136
嘉佳卡通,http://1.203.76.226:7788/udp/225.1.8.170:9268
IPTV收视指南,http://1.203.76.226:7788/udp/225.1.8.201:8012
IPTV热播剧场,http://1.203.76.226:7788/udp/225.1.8.202:9020
IPTV经典电影,http://1.203.76.226:7788/udp/225.1.8.203:9024
IPTV魅力时尚,http://1.203.76.226:7788/udp/225.1.8.204:9012
IPTV少儿动画,http://1.203.76.226:7788/udp/225.1.8.207:9000
城市剧场,http://1.203.76.226:7788/udp/225.1.8.227:4120
军旅剧场,http://1.203.76.226:7788/udp/225.1.8.228:4120
古装剧场,http://1.203.76.226:7788/udp/225.1.8.229:4120
音乐现场,http://1.203.76.226:7788/udp/225.1.8.230:4120
地理,http://1.203.76.226:7788/udp/225.1.8.231:4120
美妆,http://1.203.76.226:7788/udp/225.1.8.232:4120
美人,http://1.203.76.226:7788/udp/225.1.8.233:4120
精选,http://1.203.76.226:7788/udp/225.1.8.234:4120
解密,http://1.203.76.226:7788/udp/225.1.8.235:4120
军事,http://1.203.76.226:7788/udp/225.1.8.236:4120
国学,http://1.203.76.226:7788/udp/225.1.8.237:4120
戏曲,http://1.203.76.226:7788/udp/225.1.8.238:4120
早教,http://1.203.76.226:7788/udp/225.1.8.239:4120
动画,http://1.203.76.226:7788/udp/225.1.8.240:4120
好学生,http://1.203.76.226:7788/udp/225.1.8.241:4120
鉴赏,http://1.203.76.226:7788/udp/225.1.8.242:4120
墨宝,http://1.203.76.226:7788/udp/225.1.8.243:4120
光影,http://1.203.76.226:7788/udp/225.1.8.244:4120
台球,http://1.203.76.226:7788/udp/225.1.8.245:4120
爱生活,http://1.203.76.226:7788/udp/225.1.8.246:4120
武术,http://1.203.76.226:7788/udp/225.1.8.247:4120
高网,http://1.203.76.226:7788/udp/225.1.8.248:4120
足球,http://1.203.76.226:7788/udp/225.1.8.249:4120
武侠剧场,http://1.203.76.226:7788/udp/225.1.8.250:4120
喜剧影院,http://1.203.76.226:7788/udp/225.1.8.251:4120
动作影院,http://1.203.76.226:7788/udp/225.1.8.252:4120
家庭影院,http://1.203.76.226:7788/udp/225.1.8.253:4120
星影,http://1.203.76.226:7788/udp/225.1.8.254:4120
聚鲨环球精选,http://1.203.76.226:7788/udp/225.1.8.67:8002
聚鲨北京,http://1.203.76.226:7788/udp/225.1.8.70:8002
聚鲨健康,http://1.203.76.226:7788/udp/225.1.8.94:8002
聚鲨生活,http://1.203.76.226:7788/udp/225.1.8.95:8002
聚鲨国际,http://1.203.76.226:7788/udp/225.1.8.96:8002
江西卫视,http://1.203.76.226:7788/udp/225.1.1.9:8164
CCTV13,http://1.203.76.226:7788/udp/225.1.1.10:8128

春风💖央视及卫视2,#genre#
CCTV标清1,http://gxft.7766.org:9901/tsfile/live/0001_1.m3u8
CCTV标清2,http://gxft.7766.org:9901/tsfile/live/0002_1.m3u8
CCTV标清4,http://gxft.7766.org:9901/tsfile/live/0004_1.m3u8
CCTV标清7,http://gxft.7766.org:9901/tsfile/live/0007_1.m3u8
CCTV标清9,http://gxft.7766.org:9901/tsfile/live/0009_1.m3u8
CCTV标清10,http://gxft.7766.org:9901/tsfile/live/0010_1.m3u8
CCTV标清11,http://gxft.7766.org:9901/tsfile/live/0011_1.m3u8
CCTV标清12,http://gxft.7766.org:9901/tsfile/live/0012_1.m3u8
CCTV标清13,http://gxft.7766.org:9901/tsfile/live/0013_1.m3u8
CCTV标清14,http://gxft.7766.org:9901/tsfile/live/0014_1.m3u8
CCTV标清15,http://gxft.7766.org:9901/tsfile/live/0015_1.m3u8
央视网标清3,http://gxft.7766.org:9901/tsfile/live/0003_1.m3u8
央视网标清5,http://gxft.7766.org:9901/tsfile/live/0005_1.m3u8
北京卫视标清,http://gxft.7766.org:9901/tsfile/live/0122_1.m3u8
东方卫视标清,http://gxft.7766.org:9901/tsfile/live/0107_1.m3u8
湖南卫视标清,http://gxft.7766.org:9901/tsfile/live/0128_1.m3u8
浙江卫视标清,http://gxft.7766.org:9901/tsfile/live/0124_1.m3u8
江苏卫视标清,http://gxft.7766.org:9901/tsfile/live/0127_1.m3u8
广东卫视标清,http://gxft.7766.org:9901/tsfile/live/0125_1.m3u8
深圳卫视标清,http://gxft.7766.org:9901/tsfile/live/0126_1.m3u8
天津卫视标清,http://gxft.7766.org:9901/tsfile/live/0135_1.m3u8
安徽卫视标清,http://gxft.7766.org:9901/tsfile/live/0130_1.m3u8
湖北卫视标清,http://gxft.7766.org:9901/tsfile/live/0132_1.m3u8
广西卫视标清,http://gxft.7766.org:9901/tsfile/live/0113_1.m3u8
四川卫视标清,http://gxft.7766.org:9901/tsfile/live/0123_1.m3u8
陕西卫视标清,http://gxft.7766.org:9901/tsfile/live/0136_1.m3u8
东南卫视标清,http://gxft.7766.org:9901/tsfile/live/0137_1.m3u8
江西卫视标清,http://gxft.7766.org:9901/tsfile/live/0138_1.m3u8
重庆卫视标清,http://gxft.7766.org:9901/tsfile/live/0142_1.m3u8
山西卫视标清,http://gxft.7766.org:9901/tsfile/live/0118_1.m3u8
河北卫视标清,http://gxft.7766.org:9901/tsfile/live/0117_1.m3u8
河南卫视标清,http://gxft.7766.org:9901/tsfile/live/0139_1.m3u8
贵州卫视标清,http://gxft.7766.org:9901/tsfile/live/0120_1.m3u8
云南卫视标清,http://gxft.7766.org:9901/tsfile/live/0119_1.m3u8
辽宁卫视标清,http://gxft.7766.org:9901/tsfile/live/0121_1.m3u8
吉林卫视标清,http://gxft.7766.org:9901/tsfile/live/0116_1.m3u8
山东卫视标清,http://gxft.7766.org:9901/tsfile/live/0131_1.m3u8
海南卫视标清,http://gxft.7766.org:9901/tsfile/live/0114_1.m3u8
黑龙江卫视标清,http://gxft.7766.org:9901/tsfile/live/0143_1.m3u8


春风💖央视及卫视3,#genre#
CCTV1-综合,http://fangke.blueswords.com:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://fangke.blueswords.com:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://fangke.blueswords.com:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://fangke.blueswords.com:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://fangke.blueswords.com:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://fangke.blueswords.com:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://fangke.blueswords.com:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://fangke.blueswords.com:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://fangke.blueswords.com:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://fangke.blueswords.com:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://fangke.blueswords.com:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://fangke.blueswords.com:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://fangke.blueswords.com:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://fangke.blueswords.com:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://fangke.blueswords.com:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://fangke.blueswords.com:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://fangke.blueswords.com:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://fangke.blueswords.com:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://fangke.blueswords.com:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://fangke.blueswords.com:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://fangke.blueswords.com:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://fangke.blueswords.com:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://fangke.blueswords.com:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://fangke.blueswords.com:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://fangke.blueswords.com:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://fangke.blueswords.com:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://fangke.blueswords.com:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江视,http://fangke.blueswords.com:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://fangke.blueswords.com:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://fangke.blueswords.com:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://fangke.blueswords.com:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://fangke.blueswords.com:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://fangke.blueswords.com:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://fangke.blueswords.com:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://fangke.blueswords.com:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://fangke.blueswords.com:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://fangke.blueswords.com:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://fangke.blueswords.com:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://fangke.blueswords.com:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://fangke.blueswords.com:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0

春风💖央视及卫视4,#genre#
CCTV-HD1,http://111.167.20.29:5002/udp/225.1.1.120:5002
CCTV-HD2,http://111.167.20.29:5002/udp/225.1.1.133:5002
CCTV-HD3,http://111.167.20.29:5002/udp/225.1.1.158:5002
CCTV-HD4,http://111.167.20.29:5002/udp/225.1.1.150:5002
CCTV-HD5,http://111.167.20.29:5002/udp/225.1.1.160:5002
CCTV-HD5+,http://111.167.20.29:5002/udp/225.1.1.121:5002
CCTV-HD6,http://111.167.20.29:5002/udp/225.1.1.195:5002
CCTV-HD7,http://111.167.20.29:5002/udp/225.1.1.138:5002
CCTV-HD8,http://111.167.20.29:5002/udp/225.1.1.196:5002
CCTV-HD9,http://111.167.20.29:5002/udp/225.1.1.119:5002
CCTV-HD10,http://111.167.20.29:5002/udp/225.1.1.140:5002
CCTV-HD11,http://111.167.20.29:5002/udp/225.1.2.192:5002
CCTV-HD12,http://111.167.20.29:5002/udp/225.1.1.142:5002
CCTV-HD13,http://111.167.20.29:5002/udp/225.1.2.193:5002
CCTV-HD14,http://111.167.20.29:5002/udp/225.1.1.144:5002
CCTV-HD15,http://111.167.20.29:5002/udp/225.1.2.194:5002
CCTV-HD16,http://111.167.20.29:5002/udp/225.1.2.237:5002
CCTV-HD17,http://111.167.20.29:5002/udp/225.1.2.52:5002
CCTV-HD兵器科技,http://111.167.20.29:5002/udp/225.1.2.166:5002
CCTV-HD第一剧场,http://111.167.20.29:5002/udp/225.1.2.175:5002
CCTV-HD电视指南,http://111.167.20.29:5002/udp/225.1.2.167:5002
CCTV-HD风云剧场,http://111.167.20.29:5002/udp/225.1.2.174:5002
CCTV-HD风云音乐,http://111.167.20.29:5002/udp/225.1.2.176:5002
CCTV-HD风云足球,http://111.167.20.29:5002/udp/225.1.2.168:5002
CCTV-HD高尔夫网球,http://111.167.20.29:5002/udp/225.1.2.169:5002
CCTV-HD怀旧剧场,http://111.167.20.29:5002/udp/225.1.2.173:5002
CCTV-HD女性时尚,http://111.167.20.29:5002/udp/225.1.2.172:5002
CCTV-HD世界地理,http://111.167.20.29:5002/udp/225.1.2.171:5002
CCTV-HD央视文化精品,http://111.167.20.29:5002/udp/225.1.2.177:5002
CCTV-HD央视台球,http://111.167.20.29:5002/udp/225.1.2.170:5002
北京卫视,http://111.167.20.29:5002/udp/225.1.1.113:5002
东方卫视,http://111.167.20.29:5002/udp/225.1.2.31:5002
天津卫视,http://111.167.20.29:5002/udp/225.1.1.111:5002
浙江卫视,http://111.167.20.29:5002/udp/225.1.1.112:5002
江苏卫视,http://111.167.20.29:5002/udp/225.1.1.126:5002
湖南卫视,http://111.167.20.29:5002/udp/225.1.1.114:5002
广东卫视,http://111.167.20.29:5002/udp/225.1.1.116:5002
深圳卫视,http://111.167.20.29:5002/udp/225.1.1.117:5002
安徽卫视,http://111.167.20.29:5002/udp/225.1.1.127:5002
贵州卫视,http://111.167.20.29:5002/udp/225.1.2.28:5002
海南卫视,http://111.167.20.29:5002/udp/225.1.2.82:5002
三沙卫视,http://111.167.20.29:5002/udp/225.1.2.181:5002
河南卫视,http://111.167.20.29:5002/udp/225.1.2.61:5002
黑龙江卫视,http://111.167.20.29:5002/udp/225.1.1.115:5002
湖北卫视,http://111.167.20.29:5002/udp/225.1.1.147:5002
吉林卫视,http://111.167.20.29:5002/udp/225.1.2.26:5002
甘肃卫视,http://111.167.20.29:5002/udp/225.1.1.30:5002
江西卫视,http://111.167.20.29:5002/udp/225.1.2.29:5002
辽宁卫视,http://111.167.20.29:5002/udp/225.1.1.154:5002
内蒙古卫视,http://111.167.20.29:5002/udp/225.1.1.32:5002
宁夏卫视,http://111.167.20.29:5002/udp/225.1.1.56:5002
青海卫视,http://111.167.20.29:5002/udp/225.1.1.54:5002
山西卫视,http://111.167.20.29:5002/udp/225.1.1.50:5002
陕西卫视,http://111.167.20.29:5002/udp/225.1.1.41:5002
四川卫视,http://111.167.20.29:5002/udp/225.1.1.123:5002
西藏卫视,http://111.167.20.29:5002/udp/225.1.1.51:5002
新疆卫视,http://111.167.20.29:5002/udp/225.1.1.35:5002
兵团卫视,http://111.167.20.29:5002/udp/225.1.1.57:5002
广西卫视,http://111.167.20.29:5002/udp/225.1.2.81:5002
云南卫视,http://111.167.20.29:5002/udp/225.1.1.61:5002
重庆卫视,http://111.167.20.29:5002/udp/225.1.1.155:5002
河北卫视,http://111.167.20.29:5002/udp/225.1.2.27:5002
保定卫视,http://111.167.20.29:5002/udp/225.1.1.83:5002
山东教育卫视,http://111.167.20.29:5002/udp/225.1.2.118:5002
河东卫视,http://111.167.20.29:5002/udp/225.1.2.2:5002
河西卫视,http://111.167.20.29:5002/udp/225.1.2.4:5002
蓟州卫视,http://111.167.20.29:5002/udp/225.1.1.82:5002
静海卫视,http://111.167.20.29:5002/udp/225.1.1.110:5002
4K私享家,http://111.167.20.29:5002/udp/225.1.1.156:5002
4K影视,http://111.167.20.29:5002/udp/225.1.2.190:5002
CETV早期教育,http://111.167.20.29:5002/udp/225.1.2.207:5002
CGTN,http://111.167.20.29:5002/udp/225.1.1.27:5002
CGTN纪录,http://111.167.20.29:5002/udp/225.1.1.55:5002
CHC动作电影,http://111.167.20.29:5002/udp/225.1.1.215:5002
CHC高清电影,http://111.167.20.29:5002/udp/225.1.1.214:5002
CHC家庭影院,http://111.167.20.29:5002/udp/225.1.1.213:5002
FTV足球,http://111.167.20.29:5002/udp/225.1.2.83:5002
GTV网络棋牌,http://111.167.20.29:5002/udp/225.1.1.217:5002
GTV游戏竞技,http://111.167.20.29:5002/udp/225.1.1.222:5002
财富天下,http://111.167.20.29:5002/udp/225.1.2.198:5002
茶频道,http://111.167.20.29:5002/udp/225.1.2.19:5002
车迷频道,http://111.167.20.29:5002/udp/225.1.2.199:5002
东方财*,http://111.167.20.29:5002/udp/225.1.1.247:5002
东方购物,http://111.167.20.29:5002/udp/225.1.1.223:5002
动漫秀场,http://111.167.20.29:5002/udp/225.1.1.134:5002
都市剧场,http://111.167.20.29:5002/udp/225.1.1.146:5002
法制天地,http://111.167.20.29:5002/udp/225.1.1.237:5002
风尚购物,http://111.167.20.29:5002/udp/225.1.2.204:5002
风尚生活,http://111.167.20.29:5002/udp/225.1.2.58:5002
哈哈炫动,http://111.167.20.29:5002/udp/225.1.1.62:5002
好享购物,http://111.167.20.29:5002/udp/225.1.1.224:5002
欢乐动漫,http://111.167.20.29:5002/udp/225.1.1.132:5002
欢笑剧场4K,http://111.167.20.29:5002/udp/225.1.1.139:5002
环球旅游,http://111.167.20.29:5002/udp/225.1.2.200:5002
